ID Stazione,Località,Tipo Merce,Data,Quantità,Unità,Importo Netto SENZA Sconto (IVA escl.),Importo Netto dello Sconto (IVA escl.)
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,20.03.2025,69.52,L,93.39,0.7
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,20.03.2025,48.81,L,65.57,0.49
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,20.03.2025,61.78,L,83.0,0.62
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,20.03.2025,47.59,L,63.93,0.48
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,33.01,L,44.07,0.33
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,57.09,L,76.23,0.57
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,552.49,L,737.71,5.52
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,58.36,L,77.93,0.58
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,24.56,L,32.8,0.25
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,55.26,L,73.79,0.55
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,245.61,L,327.95,2.46
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,21.03.2025,47.6,L,63.56,0.48
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,22.03.2025,59.61,L,79.59,0.6
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,22.03.2025,60.15,L,80.31,0.6
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,22.03.2025,233.89,L,312.3,2.34
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,22.03.2025,18.42,L,24.6,0.18
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,22.03.2025,61.42,L,82.01,0.61
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,23.03.2025,46.2,L,61.69,0.46
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,24.03.2025,44.7,L,59.69,0.45
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,24.03.2025,41.74,L,55.73,0.42
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,24.03.2025,37.7,L,50.34,0.38
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,24.03.2025,151.02,L,201.65,1.51
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,24.03.2025,316.88,L,423.12,3.17
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,235.48,L,314.43,2.35
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,50.01,L,66.78,0.5
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,82.23,L,109.8,0.82
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,552.49,L,737.71,5.52
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,59.49,L,79.43,0.59
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,35.67,L,47.63,0.36
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,82.13,L,109.66,0.82
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,200.06,L,267.13,2.0
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,92.7,L,123.78,0.93
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,160.0,L,213.64,1.6
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,303.67,L,405.48,3.04
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,42.91,L,57.3,0.43
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,190.04,L,253.75,1.9
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,25.03.2025,65.69,L,87.71,0.66
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,26.03.2025,92.1,L,122.98,0.92
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,26.03.2025,29.85,L,39.86,0.3
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,26.03.2025,51.75,L,69.1,0.52
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,26.03.2025,33.15,L,44.26,0.33
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,27.03.2025,389.21,L,519.69,3.89
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,27.03.2025,500.0,L,667.62,5.0
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,41.38,L,54.91,0.41
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,54.38,L,72.16,0.54
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,48.8,L,64.76,0.49
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,33.44,L,44.38,0.33
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,50.03,L,66.39,0.5
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,101.92,L,135.25,1.02
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,28.03.2025,46.17,L,61.27,0.46
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,29.03.2025,71.21,L,95.08,0.71
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,29.03.2025,45.74,L,61.07,0.46
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,30.03.2025,47.28,L,63.13,0.47
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,30.03.2025,50.93,L,68.0,0.51
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,31.03.2025,61.52,L,82.15,0.62
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,31.03.2025,37.04,L,49.46,0.37
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,31.03.2025,42.97,L,57.38,0.43
1400129,Sant`Angelo di Gatteo,0009 GASOLIO,31.03.2025,516.74,L,689.98,5.17
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),16.03.2025,16.6,L,13.59,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),20.03.2025,8.77,L,7.18,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),23.03.2025,37.04,L,30.33,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),24.03.2025,52.57,L,43.05,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),25.03.2025,41.01,L,33.58,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),25.03.2025,13.21,L,10.82,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),25.03.2025,44.71,L,36.61,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),25.03.2025,10.38,L,8.5,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),27.03.2025,50.09,L,41.02,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),27.03.2025,5.84,L,4.78,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),28.03.2025,11.7,L,9.58,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),29.03.2025,7.41,L,6.07,0.0
1400129,Sant`Angelo di Gatteo,0016 ADBLUE (merce sciolta),30.03.2025,20.88,L,17.1,0.0
1400129,Sant`Angelo di Gatteo,0036 EURO 95 (SUPER),19.03.2025,34.63,L,47.66,0.0
1400129,Sant`Angelo di Gatteo,0036 EURO 95 (SUPER),21.03.2025,27.92,L,38.43,0.0
1400129,Sant`Angelo di Gatteo,0036 EURO 95 (SUPER),22.03.2025,42.76,L,58.5,0.0
1400129,Sant`Angelo di Gatteo,0036 EURO 95 (SUPER),28.03.2025,22.13,L,30.46,0.0
1400129,Sant`Angelo di Gatteo,0036 EURO 95 (SUPER),30.03.2025,35.44,L,48.77,0.0
1401434,Civitanova Marche,0006 GPL (LPG),17.03.2025,42.72,L,26.23,0.43
1401434,Civitanova Marche,0006 GPL (LPG),19.03.2025,26.7,L,16.39,0.27
1401434,Civitanova Marche,0006 GPL (LPG),20.03.2025,45.45,L,27.9,0.45
1401434,Civitanova Marche,0006 GPL (LPG),20.03.2025,13.35,L,8.2,0.13
1401434,Civitanova Marche,0006 GPL (LPG),21.03.2025,27.91,L,17.13,0.28
1401434,Civitanova Marche,0006 GPL (LPG),23.03.2025,26.7,L,16.39,0.27
1401434,Civitanova Marche,0006 GPL (LPG),24.03.2025,26.72,L,16.4,0.28
1401434,Civitanova Marche,0006 GPL (LPG),25.03.2025,13.36,L,8.2,0.14
1401434,Civitanova Marche,0006 GPL (LPG),26.03.2025,13.35,L,8.2,0.13
1401434,Civitanova Marche,0006 GPL (LPG),26.03.2025,24.86,L,15.26,0.25
1401434,Civitanova Marche,0006 GPL (LPG),27.03.2025,13.36,L,8.2,0.14
1401434,Civitanova Marche,0006 GPL (LPG),28.03.2025,29.04,L,17.83,0.29
1401434,Civitanova Marche,0006 GPL (LPG),28.03.2025,33.37,L,20.48,0.33
1401434,Civitanova Marche,0006 GPL (LPG),31.03.2025,20.03,L,12.3,0.2
1401434,Civitanova Marche,0006 GPL (LPG),31.03.2025,13.35,L,8.2,0.13
1401434,Civitanova Marche,0006 GPL (LPG),31.03.2025,21.5,L,13.2,0.22
1401434,Civitanova Marche,0006 GPL (LPG),31.03.2025,13.36,L,8.2,0.14
1401434,Civitanova Marche,0009 GASOLIO,16.03.2025,51.54,L,69.66,0.52
1401434,Civitanova Marche,0009 GASOLIO,16.03.2025,28.51,L,38.53,0.29
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,27.73,L,37.48,0.28
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,169.44,L,229.02,1.69
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,28.73,L,38.84,0.29
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,57.7,L,77.99,0.58
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,48.51,L,65.57,0.49
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,43.96,L,59.42,0.44
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,400.24,L,540.98,4.0
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,42.93,L,58.02,0.43
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,33.69,L,45.53,0.34
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,38.08,L,51.47,0.38
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,50.21,L,67.87,0.5
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,52.61,L,71.11,0.53
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,31.54,L,42.63,0.32
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,41.02,L,55.44,0.41
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,131.76,L,178.09,1.31
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,449.81,L,607.98,4.5
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,9.98,L,13.49,0.1
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,70.06,L,94.7,0.7
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,58.56,L,79.16,0.59
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,47.55,L,64.27,0.48
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,16.97,L,22.93,0.17
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,59.79,L,80.81,0.6
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,39.71,L,53.67,0.4
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,69.19,L,93.52,0.69
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,53.98,L,72.96,0.54
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,175.81,L,237.63,1.76
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,12.13,L,16.39,0.12
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,72.86,L,98.48,0.73
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,49.16,L,66.44,0.49
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,41.84,L,56.55,0.42
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,68.4,L,92.45,0.68
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,66.72,L,90.18,0.67
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,45.73,L,61.81,0.46
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,70.95,L,95.9,0.71
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,106.3,L,143.68,1.06
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,24.33,L,32.89,0.24
1401434,Civitanova Marche,0009 GASOLIO,17.03.2025,72.08,L,111.02,0.72
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,55.79,L,75.41,0.56
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,42.32,L,57.2,0.42
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,78.31,L,105.84,0.78
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,48.67,L,65.79,0.49
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,67.81,L,91.66,0.68
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,126.74,L,171.3,1.27
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,53.97,L,72.95,0.54
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,55.63,L,75.19,0.56
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,229.95,L,310.81,2.3
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,67.08,L,90.66,0.67
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,48.38,L,65.39,0.48
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,44.66,L,60.36,0.45
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,52.58,L,71.07,0.53
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,33.83,L,45.73,0.34
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,41.42,L,55.98,0.41
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,55.79,L,75.41,0.56
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,44.31,L,59.89,0.44
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,18.2,L,24.6,0.18
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,58.0,L,78.39,0.58
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,70.19,L,94.87,0.7
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,36.39,L,49.19,0.36
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,55.31,L,74.76,0.55
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,42.47,L,57.4,0.42
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,36.39,L,49.19,0.36
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,39.88,L,53.9,0.4
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,70.57,L,95.39,0.71
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,45.48,L,61.48,0.45
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,71.56,L,96.72,0.72
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,62.37,L,84.3,0.62
1401434,Civitanova Marche,0009 GASOLIO,18.03.2025,30.32,L,40.98,0.3
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,79.41,L,107.34,0.79
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,39.42,L,53.28,0.39
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,60.73,L,82.08,0.61
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,30.48,L,41.2,0.3
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,40.0,L,54.07,0.4
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,12.12,L,16.38,0.12
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,73.35,L,99.14,0.73
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,50.06,L,67.66,0.5
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,66.65,L,90.09,0.67
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,37.56,L,50.77,0.38
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,53.49,L,72.3,0.53
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,53.98,L,72.96,0.54
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,55.2,L,74.61,0.55
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,44.27,L,59.84,0.44
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,113.4,L,153.28,1.13
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,25.49,L,34.45,0.25
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,27.27,L,36.86,0.27
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,200.14,L,270.52,2.0
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,485.14,L,655.74,4.85
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,44.0,L,59.48,0.44
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,88.67,L,119.85,0.89
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,40.33,L,54.51,0.4
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,33.4,L,45.15,0.33
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,56.09,L,75.81,0.56
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,599.76,L,810.66,6.0
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,67.64,L,91.43,0.68
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,26.5,L,35.82,0.27
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,57.01,L,77.06,0.57
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,61.25,L,82.79,0.61
1401434,Civitanova Marche,0009 GASOLIO,19.03.2025,109.05,L,147.39,1.09
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,41.83,L,56.54,0.42
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,73.19,L,98.93,0.73
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,60.86,L,82.26,0.61
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,60.85,L,82.25,0.61
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,39.54,L,53.44,0.4
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,228.83,L,309.3,2.29
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,42.13,L,56.94,0.42
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,80.66,L,109.02,0.81
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,71.34,L,96.43,0.71
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,54.72,L,73.96,0.55
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,131.6,L,177.88,1.32
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,56.92,L,76.93,0.57
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,54.48,L,73.64,0.54
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,34.77,L,47.0,0.35
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,21.03,L,28.43,0.21
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,66.07,L,89.3,0.66
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,50.91,L,68.81,0.51
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,9.1,L,12.3,0.09
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,200.17,L,270.56,2.0
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,189.85,L,256.61,1.9
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,14.96,L,20.22,0.15
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,30.93,L,41.8,0.31
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,28.96,L,39.15,0.29
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,63.51,L,85.84,0.64
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,27.9,L,37.71,0.28
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,67.55,L,91.3,0.68
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,48.39,L,65.41,0.48
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,64.33,L,86.95,0.64
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,74.97,L,101.34,0.75
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,77.48,L,104.72,0.77
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,48.19,L,65.14,0.48
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,75.66,L,102.26,0.76
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,94.08,L,127.16,0.94
1401434,Civitanova Marche,0009 GASOLIO,20.03.2025,114.74,L,155.09,1.14
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,45.23,L,61.13,0.45
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,6.06,L,8.19,0.06
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,48.64,L,65.75,0.49
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,363.25,L,490.98,3.63
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,15.77,L,21.31,0.16
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,29.81,L,40.3,0.3
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,44.84,L,60.61,0.45
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,121.29,L,163.94,1.21
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,316.04,L,427.17,3.16
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,6.06,L,8.19,0.06
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,42.45,L,57.38,0.42
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,71.8,L,97.05,0.72
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,40.85,L,55.21,0.41
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,77.27,L,104.44,0.77
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,54.59,L,73.79,0.55
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,63.38,L,85.66,0.63
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,58.79,L,79.46,0.59
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,62.22,L,84.1,0.62
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,46.79,L,63.25,0.47
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,46.93,L,63.43,0.47
1401434,Civitanova Marche,0009 GASOLIO,21.03.2025,61.29,L,82.84,0.61
1401434,Civitanova Marche,0009 GASOLIO,22.03.2025,315.34,L,426.23,3.15
1401434,Civitanova Marche,0009 GASOLIO,22.03.2025,290.75,L,392.99,2.91
1401434,Civitanova Marche,0009 GASOLIO,23.03.2025,62.62,L,84.64,0.63
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,134.41,L,181.67,1.35
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,51.27,L,69.3,0.51
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,47.54,L,64.25,0.48
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,59.16,L,79.96,0.59
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,60.18,L,81.34,0.6
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,54.86,L,74.15,0.55
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,32.75,L,44.26,0.33
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,64.28,L,86.89,0.64
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,33.96,L,45.9,0.34
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,44.51,L,60.16,0.45
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,80.0,L,108.13,0.8
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,6.06,L,8.19,0.06
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,301.15,L,407.05,3.01
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,36.41,L,49.21,0.36
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,59.06,L,79.83,0.59
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,67.92,L,91.8,0.68
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,40.83,L,55.19,0.41
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,406.56,L,549.52,4.07
1401434,Civitanova Marche,0009 GASOLIO,24.03.2025,9.1,L,12.3,0.09
